tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
الي عرفته من اختها ان عندها اكتئاب 🌚,1,0,0,الي عرفته اختها عندها اكتئاب,الي عرفته من اختها ان عندها اكتئاب 🌚
شكل الاكتئاب حالتي الطبيعية,1,0,0,شكل الاكتئاب حالتي الطبيعيه,شكل الاكتئاب حالتي الطبيعيه
واله الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا حاله نفسيه ولا هذي شخصيته اقسم باله هذا وضعي دي الايام 💔,1,0,0,واله الواحد معد يدري اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا حاله نفسيه ولا هذي شخصيته اقسم باله وضعي الايام,واله الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا انعدام الشغف ولا حاله نفسيه ولا هذي شخصيته اقسم باله هذا وضعي دي الايام 💔
او لا وتشوف واقعيتها بنسبه اد اى وتاثيرها كمان عليك اى اذا كانت مثلا حطتك ف مود حلو او مود كله كابه وحزن,1,1,0,وتشوف واقعيتها بنسبه وتاثيرها كمان عليك اذا مثلا حطتك مود حلو مود كله كابه وحزن,او لا وتشوف واقعيتها بنسبه اد اي وتاثيرها كمان عليك اي اذا كانت مثلا حطتك ف مود حلو او مود كله كابه وحزن
أعتقد أني أحتاج لذهاب إلى طبيب نفسي لكن هذه الخطوة ربما تكون صعبة فأنا غير معتاد لحديث إلى أحد عن ما يدور في ذهني,1,1,0,اعتقد اني احتاج لذهاب الي طبيب نفسي الخطوه ربما تكون صعبه فانا غير معتاد لحديث الي احد يدور ذهني,اعتقد اني احتاج لذهاب الي طبيب نفسي لكن هذه الخطوه ربما تكون صعبه فانا غير معتاد لحديث الي احد عن ما يدور في ذهني
صارلي سبع سنين اعاني نفسيا ودايما كنت اعتقد انه اكتئاب لحد ما درست علم نفس وبحثت عن الأعراض وفي الاخير وصلت الى الحل,1,1,0,صارلي سبع سنين اعاني نفسيا ودايما كنت اعتقد انه اكتئاب لحد درست علم نفس وبحثت الاعراض وفي الاخير وصلت الي الحل,صارلي سبع سنين اعاني نفسيا ودايما كنت اعتقد انه اكتئاب لحد ما درست علم نفس وبحثت عن الاعراض وفي الاخير وصلت الي الحل
ياضيقة الصدر روحي 😢كآبة اكتمال القمر,1,0,0,ياضيقه الصدر روحي 😢كابه اكتمال القمر,ياضيقه الصدر روحي 😢كابه اكتمال القمر
الانتحار انسب حل,1,0,0,الانتحار انسب,الانتحار انسب حل
"ولا مسامح ولا معذور _x000D_
على حزنٍ سكن صدري بأسبابك",1,0,0,ولا مسامح ولا معذور علي حزن سكن صدري باسبابك,ولا مسامح ولا معذور _x<NUM>D_علي حزن سكن صدري باسبابك
في قلقٍ دائم مع نفسي,1,0,0,قلق دائم نفسي,في قلق دائم مع نفسي
بيجيني اكتئاب بسب نظام نومي في رمضان 🥲,1,0,0,بيجيني اكتئاب بسب نظام نومي رمضان,بيجيني اكتئاب بسب نظام نومي في رمضان 🥲
أحيانا يهاجمني حزن لا يجب أن يكون حزني,1,1,0,احيانا يهاجمني حزن يجب حزني,احيانا يهاجمني حزن لا يجب ان يكون حزني
يجماعة بية اكتئاب 🌝,1,0,0,يجماعه بيه اكتئاب,يجماعه بيه اكتئاب 🌝
😂 الاوميقا تعدل المزاج علي فكرة بعد تخش اكتئاب حبة اوميقا,1,0,0,الاوميقا تعدل المزاج علي فكره تخش اكتئاب حبه اوميقا,😂 الاوميقا تعدل المزاج علي فكره بعد تخش اكتئاب حبه اوميقا
روتيني هذي الكم يوم قلق وتوتر نوم نوم نوم قلق وتأنيب ضمير تمثيل وتسليك لاهل ,1,0,0,روتيني هذي الكم يوم قلق وتوتر نوم نوم نوم قلق وتانيب ضمير تمثيل وتسليك لاهل,روتيني هذي الكم يوم قلق وتوتر نوم نوم نوم قلق وتانيب ضمير تمثيل وتسليك لاهل
انا مكتئب اكتئاب ما له أول من آخر,1,1,0,انا مكتئب اكتئاب اول اخر,انا مكتئب اكتئاب ما له اول من اخر
الواحد مش عارف دا اكتئاب ولا هدوء ولا مقاومه ولا انهيار,1,0,0,الواحد عارف اكتئاب ولا هدوء ولا مقاومه ولا انهيار,الواحد مش عارف دا اكتئاب ولا هدوء ولا مقاومه ولا انهيار
حزن وحدة بكاء ,1,0,0,حزن وحده بكاء,حزن وحده بكاء
اكتئاب بعد ثلاث أيام حرب 😩,1,0,0,اكتئاب ثلاث ايام حرب,اكتئاب بعد ثلاث ايام حرب 😩
كآبة شوال ولا كآبة رمضان 😖,1,0,0,كابه شوال ولا كابه رمضان,كابه شوال ولا كابه رمضان 😖
اكتر حاجه تجيب اكتئاب لوحد هى السوشيال ميدا👌,1,0,0,اكتر حاجه تجيب اكتئاب لوحد السوشيال ميدا👌,اكتر حاجه تجيب اكتئاب لوحد هي السوشيال ميدا👌
الهم خف عني ثقل هذه الايام و اشرح صدري و ارح قلبي و ارزقني الصبر على كل حزن بداخلي لا يعلمه سواك يارب العالمين,1,1,0,الهم عني ثقل الايام اشرح صدري ارح قلبي ارزقني الصبر علي حزن بداخلي يعلمه سواك يارب العالمين,الهم خف عني ثقل هذه الايام و اشرح صدري و ارح قلبي و ارزقني الصبر علي كل حزن بداخلي لا يعلمه سواك يارب العالمين
انا قلقانة بشكل غير طبيعي نوبات القلق تحاصرني,1,1,0,انا قلقانه بشكل غير طبيعي نوبات القلق تحاصرني,انا قلقانه بشكل غير طبيعي نوبات القلق تحاصرني
فيه حد راش كآبه ف الجو 🙄,1,0,0,فيه راش كابه الجو,فيه حد راش كابه ف الجو 🙄
كثرة الخيبات أجبرتني على عزلة الناس,1,0,0,كثره الخيبات اجبرتني علي عزله الناس,كثره الخيبات اجبرتني علي عزله الناس
هذا اكتئاب العطله و شرفنا اله لا يحيه,1,1,0,اكتئاب العطله شرفنا اله يحيه,هذا اكتئاب العطله و شرفنا اله لا يحيه
"أُعاني من إكتئاب حاد _x000D_
الأصدقاء يُعاتِبوني على إبتعادي _x000D_
وأُمي تغضب لأنَّ حالي يتدهور _x000D_
أمّا أنا فَأُفَكِّر _x000D_
ك",1,0,0,اعاني اكتئاب حاد الاصدقاء يعاتبوني علي ابتعادي وامي تغضب لان حالي يتدهور اما انا فافكر,اعاني من اكتئاب حاد _x<NUM>D_الاصدقاء يعاتبوني علي ابتعادي _x<NUM>D_وامي تغضب لان حالي يتدهور _x<NUM>D_اما انا فافكر _x<NUM>D_ك
اتخش لتويتر ايصرلك اكتئاب,1,0,0,اتخش لتويتر ايصرلك اكتئاب,اتخش لتويتر ايصرلك اكتئاب
الموت هو الحل,1,0,0,الموت الحل,الموت هو الحل
خزان كآبة وانفجر بعد الامتحانات 😬,1,0,0,خزان كابه وانفجر الامتحانات,خزان كابه وانفجر بعد الامتحانات 😬
كآبة,1,0,0,كابه,كابه
اكتئاب رمضان,1,0,0,اكتئاب رمضان,اكتئاب رمضان
حُزن العالم كله في قلبّي.,1,0,0,حزن العالم كله قلبي,حزن العالم كله في قلبي.
الاكتئاب بيسرق مني وقتي وانا مش قادر اعمل حاجة ,1,0,0,الاكتئاب بيسرق مني وقتي وانا قادر اعمل حاجه,الاكتئاب بيسرق مني وقتي وانا مش قادر اعمل حاجه
عشان كذا سحبت عليه زمان سب لي اكتئاب,1,0,0,عشان كذا سحبت عليه زمان اكتئاب,عشان كذا سحبت عليه زمان سب لي اكتئاب
اول ما احس بشعور سوداوي او اكتئاب على طول لحبوب المنومه على الأقل اقدر اتنجب السيلف هارم والأفكار السيئة والخطوة,1,1,0,اول احس بشعور سوداوي اكتئاب علي طول لحبوب المنومه علي الاقل اقدر اتنجب السيلف هارم والافكار السيئه والخطوه,اول ما احس بشعور سوداوي او اكتئاب علي طول لحبوب المنومه علي الاقل اقدر اتنجب السيلف هارم والافكار السيئه والخطوه
لا فائدة ابدا فالانتحار هو الحل الاخير لكل هذة الخيبات المتلاحقة,1,1,0,فائده ابدا فالانتحار الحل الاخير لكل الخيبات المتلاحقه,لا فائده ابدا فالانتحار هو الحل الاخير لكل هذه الخيبات المتلاحقه
وانا هنا ابكي❤️❤️❤️❤️,1,0,0,وانا ابكي❤️❤️❤️❤️,وانا هنا ابكي❤️❤️❤️❤️
الانتحار انا اخدت القرار خلاص 😂,1,0,0,الانتحار انا اخدت القرار خلاص,الانتحار انا اخدت القرار خلاص 😂
أحس نفسي اعرف ايش شكل الحياة بدون اكتئاب مرا حيفرق معايا لكن مافي شي يساعد,1,1,0,احس نفسي اعرف ايش شكل الحياه بدون اكتئاب مرا حيفرق معايا مافي يساعد,احس نفسي اعرف ايش شكل الحياه بدون اكتئاب مرا حيفرق معايا لكن مافي شي يساعد
لا أخفي عليكم ولكن من السنة الماضية وأنا عايشة بحالة ضياع مش لاقية حالي وبستنا ما بعرف شو كنت أستنى اكتئاب,1,1,0,اخفي عليكم ولكن السنه الماضيه وانا عايشه بحاله ضياع لاقيه حالي وبستنا بعرف كنت استني اكتئاب,لا اخفي عليكم ولكن من السنه الماضيه وانا عايشه بحاله ضياع مش لاقيه حالي وبستنا ما بعرف شو كنت استني اكتئاب
